accident_id,timestamp,latitude,longitude,severity,casualties,vehicles_involved,weather_condition,road_condition,light_condition
ACC-000236,2024-01-27T23:08:32.726207,41.90686949126429,-87.51490611876832,5,1,3,Clear,Dry,Dark
ACC-000237,2023-05-14T04:29:57.726207,41.919073886630066,-87.6326066907986,4,2,4,Clear,Dry,Dark
ACC-000238,2023-07-13T22:08:51.726207,41.81350848205084,-87.58962326026946,4,3,2,Cloudy,Dry,Dark
ACC-000239,2023-08-05T15:19:58.726207,41.86831887049668,-87.57349771221497,3,1,2,Cloudy,Dry,Daylight
ACC-000240,2023-08-23T19:02:46.726207,41.794332675870706,-87.7085615397775,5,0,2,Cloudy,Dry,Dark
ACC-000241,2024-12-11T04:55:43.726207,41.844535673461245,-87.60312261186618,3,2,2,Snow,Dry,Dark
ACC-000242,2024-04-13T11:32:59.726207,41.8115343234085,-87.74055367362365,2,1,3,Cloudy,Dry,Daylight
ACC-000243,2024-09-22T11:07:18.726207,41.90960365050178,-87.6913323707115,4,0,4,Rain,Dry,Daylight
ACC-000244,2023-12-19T04:33:34.726207,41.80892617957228,-87.74325425047107,3,2,2,Rain,Dry,Dark
ACC-000245,2023-06-22T22:52:33.726207,41.910850023167555,-87.7490788104406,5,3,4,Unknown,Dry,Dark
ACC-000246,2023-06-22T08:18:06.726207,41.874855251704396,-87.59604259761484,5,1,2,Clear,Dry,Daylight
ACC-000247,2024-01-17T21:37:38.726207,41.796602956437624,-87.61649119033231,2,1,3,Clear,Slush,Dark
ACC-000248,2023-07-18T16:57:23.726207,41.96572128116278,-87.62276812237678,4,0,1,Clear,Dry,Daylight
ACC-000249,2023-08-09T05:32:18.726207,41.920299023081064,-87.64159042326183,3,2,2,Rain,Wet,Dark
ACC-000250,2025-01-08T17:05:01.726207,41.9272702334131,-87.71839717631079,3,2,3,Clear,Wet,Daylight
ACC-000251,2025-01-03T10:32:19.726207,41.79308725257959,-87.58442327430248,5,4,1,Clear,Dry,Daylight
ACC-000252,2023-05-05T11:52:06.726207,41.845664904345334,-87.52656385043586,4,3,2,Unknown,Dry,Daylight
ACC-000253,2023-11-25T20:07:54.726207,41.82627566518429,-87.66722868194559,4,2,2,Clear,Dry,Dark
ACC-000254,2025-02-23T21:55:09.726207,41.86619044171788,-87.61665525857049,3,1,3,Clear,Dry,Dark
ACC-000255,2024-02-04T08:32:50.726207,41.92835335277144,-87.73419938195674,2,0,3,Rain,Dry,Daylight
ACC-000256,2023-07-20T19:21:18.726207,41.930983242354266,-87.59016373585216,5,1,2,Clear,Dry,Dark
ACC-000257,2024-12-06T17:05:36.726207,41.91873608850597,-87.7245551517136,4,2,4,Clear,Dry,Daylight
ACC-000258,2023-05-01T08:58:08.726207,41.833484710457405,-87.62987918977637,3,2,3,Clear,Snow,Daylight
ACC-000259,2023-10-25T15:53:39.726207,41.85010990022941,-87.72955580751521,4,1,1,Rain,Snow,Daylight
ACC-000260,2024-03-03T06:19:43.726207,41.91025041781415,-87.59513482857732,3,0,4,Rain,Dry,Daylight
ACC-000261,2024-02-19T10:29:25.726207,41.82502988094102,-87.60882932200384,3,1,4,Clear,Snow,Daylight
ACC-000262,2023-08-08T15:27:25.726207,41.921102807187175,-87.72513373051346,3,1,1,Fog,Slush,Daylight
ACC-000263,2023-06-08T05:38:48.726207,41.79367431700071,-87.73217605070064,4,2,2,Rain,Dry,Dark
ACC-000264,2024-06-24T06:18:56.726207,41.86135938401589,-87.59178839743225,3,1,1,Clear,Dry,Daylight
ACC-000265,2025-03-16T20:31:24.726207,41.89124473094391,-87.74486866799995,4,0,3,Clear,Dry,Dark
ACC-000266,2023-06-30T16:45:17.726207,41.94555160874238,-87.69748375219014,3,1,4,Rain,Dry,Daylight
ACC-000267,2024-09-10T16:15:51.726207,41.956181721615216,-87.54164450205339,4,2,4,Clear,Dry,Daylight
ACC-000268,2023-11-16T00:43:30.726207,41.92190842410026,-87.71969694684157,3,2,4,Clear,Dry,Dark
ACC-000269,2025-04-06T19:06:31.726207,41.92924621368198,-87.61611548085384,5,1,4,Rain,Dry,Dark
ACC-000270,2024-10-11T16:36:49.726207,41.806578970479634,-87.53396314072471,2,0,2,Clear,Wet,Daylight
ACC-000271,2025-02-23T19:35:25.726207,41.79635222162369,-87.6383989937233,4,3,4,Fog,Dry,Dark
ACC-000272,2023-09-10T08:39:57.726207,41.919257339723536,-87.62098805354668,3,0,4,Clear,Slush,Daylight
ACC-000273,2023-05-16T23:45:51.726207,41.871848477473605,-87.6433934576899,2,0,2,Clear,Wet,Dark
ACC-000274,2023-08-25T00:51:53.726207,41.91251591936271,-87.71316836581316,3,0,1,Clear,Dry,Dark
ACC-000275,2024-02-02T13:41:48.726207,41.89613618527703,-87.71209472890469,1,0,4,Clear,Dry,Daylight
ACC-000276,2025-03-11T15:38:34.726207,41.937834575063135,-87.61378194488114,4,1,1,Clear,Snow,Daylight
ACC-000277,2024-06-25T00:10:05.726207,41.954695051732116,-87.51074459242464,3,0,3,Clear,Dry,Dark
ACC-000278,2024-12-27T01:42:01.726207,41.93644182363717,-87.69113651180591,3,1,1,Clear,Dry,Dark
ACC-000279,2024-04-08T11:57:07.726207,41.791055164504726,-87.66642717000188,1,0,3,Clear,Dry,Daylight
ACC-000280,2025-02-09T02:27:40.726207,41.90717895421329,-87.59363775810647,2,0,3,Clear,Dry,Dark
ACC-000281,2024-09-19T10:20:58.726207,41.85953470017209,-87.61737051433313,2,1,1,Clear,Ice,Daylight
ACC-000282,2024-11-08T01:43:59.726207,41.799685891144506,-87.52703895308174,3,0,1,Clear,Dry,Dark
ACC-000283,2023-05-09T10:50:57.726207,41.79326157597393,-87.64796573061905,1,0,3,Clear,Wet,Daylight
ACC-000284,2023-06-05T14:31:36.726207,41.883364673818264,-87.55850265876875,3,0,3,Clear,Dry,Daylight
ACC-000285,2024-08-24T06:47:20.726207,41.89263209516164,-87.55722441593407,5,1,1,Clear,Dry,Daylight
ACC-000286,2024-02-19T22:34:22.726207,41.94402147239503,-87.71751735298866,4,2,1,Cloudy,Ice,Dark
ACC-000287,2023-06-22T20:47:08.726207,41.96803056985805,-87.67075240885117,3,2,2,Clear,Dry,Dark
ACC-000288,2023-06-04T22:42:26.726207,41.8064755148164,-87.53589376506972,4,2,4,Clear,Dry,Dark
ACC-000289,2023-07-27T04:48:41.726207,41.925079000923674,-87.71837581142789,3,1,3,Rain,Wet,Dark
ACC-000290,2024-02-18T07:55:49.726207,41.91978157527742,-87.64083465619052,3,1,4,Unknown,Dry,Daylight
ACC-000291,2024-12-11T20:30:10.726207,41.94290268403246,-87.65873546096537,2,1,3,Clear,Dry,Dark
ACC-000292,2023-08-16T00:44:31.726207,41.794093045855384,-87.69532550933451,4,2,4,Rain,Dry,Dark
ACC-000293,2023-05-11T23:45:48.726207,41.9447918297677,-87.59879102827675,4,1,4,Clear,Dry,Dark
ACC-000294,2023-08-22T08:43:53.726207,41.963977389215884,-87.68704318166286,4,2,2,Clear,Wet,Daylight
ACC-000295,2024-10-16T09:44:06.726207,41.908453001945354,-87.54410022749666,1,0,4,Clear,Dry,Daylight
ACC-000296,2024-06-17T13:50:24.726207,41.8115666046552,-87.64731948704706,4,2,2,Snow,Wet,Daylight
ACC-000297,2024-06-22T08:37:29.726207,41.8147685253965,-87.59190989894473,5,0,2,Clear,Dry,Daylight
ACC-000298,2025-02-18T13:04:35.726207,41.863488962421094,-87.62639275316258,3,1,4,Rain,Dry,Daylight
ACC-000299,2024-11-07T12:51:09.726207,41.9148448746525,-87.57120819791186,4,1,2,Cloudy,Dry,Daylight
ACC-000300,2024-04-20T19:39:59.726207,41.86581397559064,-87.51390391747395,5,3,3,Rain,Wet,Dark
ACC-000301,2024-06-05T17:36:46.726207,41.850076345221545,-87.62277097377626,3,1,1,Rain,Dry,Daylight
ACC-000302,2024-06-05T15:18:43.726207,41.8570906228007,-87.55297720712976,4,3,1,Clear,Ice,Daylight
ACC-000303,2024-11-17T13:56:59.726207,41.86903107040611,-87.67409215263078,2,1,3,Clear,Wet,Daylight
ACC-000304,2023-06-21T09:14:45.726207,41.80728195141209,-87.53602098066635,2,0,4,Clear,Dry,Daylight
ACC-000305,2024-05-23T01:05:12.726207,41.82413479813649,-87.71143270297571,5,4,1,Clear,Dry,Dark
ACC-000306,2023-08-03T05:01:31.726207,41.96136107906199,-87.74211998166292,4,3,1,Rain,Dry,Dark
ACC-000307,2023-05-12T08:14:55.726207,41.83520361831869,-87.54962225671441,4,1,1,Rain,Ice,Daylight
ACC-000308,2024-09-23T18:32:23.726207,41.8520059344275,-87.51752313095449,3,2,2,Unknown,Dry,Daylight
ACC-000309,2024-02-01T05:25:52.726207,41.89881427011259,-87.54548683223139,3,0,4,Clear,Dry,Dark
ACC-000310,2024-11-03T05:36:46.726207,41.86201840180957,-87.6913815535249,5,3,2,Cloudy,Ice,Dark
ACC-000311,2024-02-16T18:58:11.726207,41.907752913269256,-87.67438966570607,4,1,1,Clear,Dry,Daylight
ACC-000312,2023-05-28T13:20:10.726207,41.92852497767289,-87.6749293422619,5,2,1,Clear,Wet,Daylight
ACC-000313,2023-09-15T12:29:50.726207,41.906667117147244,-87.62668848529808,4,3,3,Rain,Wet,Daylight
ACC-000314,2024-02-20T04:55:07.726207,41.96263388763262,-87.63745314012813,4,2,2,Clear,Ice,Dark
ACC-000315,2024-04-05T08:47:28.726207,41.82503123678067,-87.56323925974695,4,3,4,Rain,Dry,Daylight
ACC-000316,2024-08-01T00:52:09.726207,41.93335937090822,-87.71347023310187,3,2,3,Snow,Dry,Dark
ACC-000317,2023-10-23T08:59:44.726207,41.95972849955302,-87.67900086898298,1,0,4,Clear,Slush,Daylight
ACC-000318,2024-05-30T08:09:32.726207,41.90321317762677,-87.57847412419065,2,1,2,Clear,Dry,Daylight
ACC-000319,2024-04-07T00:35:30.726207,41.944803837405225,-87.61684148389368,3,1,2,Fog,Dry,Dark
ACC-000320,2024-03-17T04:49:41.726207,41.902664284078014,-87.69193434935802,4,1,3,Clear,Dry,Dark
ACC-000321,2024-02-26T06:19:34.726207,41.82258152963031,-87.73590274274298,3,1,3,Clear,Dry,Daylight
ACC-000322,2024-08-17T09:22:28.726207,41.821448767144275,-87.66555923808106,4,2,1,Clear,Dry,Daylight
ACC-000323,2023-09-15T21:03:15.726207,41.913858234680255,-87.68735025554192,4,3,1,Fog,Dry,Dark
ACC-000324,2024-04-13T04:41:34.726207,41.91485882405922,-87.50969131840644,5,2,1,Rain,Dry,Dark
ACC-000325,2023-06-03T16:26:24.726207,41.8094345901186,-87.55187522234648,2,0,3,Clear,Dry,Daylight
ACC-000326,2024-01-10T22:33:04.726207,41.85610476003317,-87.54007196800674,4,2,2,Clear,Dry,Dark
ACC-000327,2025-02-01T08:47:52.726207,41.79885295869721,-87.69150292249692,5,4,1,Clear,Dry,Daylight
ACC-000328,2024-10-13T11:32:02.726207,41.88332938354176,-87.74440910300552,5,2,3,Clear,Dry,Daylight
ACC-000329,2025-02-03T07:22:42.726207,41.806573255051234,-87.56190359647717,1,0,2,Clear,Wet,Daylight
ACC-000330,2024-08-10T08:14:44.726207,41.8397297000868,-87.59366078039827,1,0,3,Unknown,Snow,Daylight
ACC-000331,2024-01-04T05:55:41.726207,41.94417395000685,-87.67591839988745,4,2,4,Rain,Dry,Dark
ACC-000332,2025-03-11T03:31:50.726207,41.826025971314145,-87.72591133193855,4,1,1,Clear,Dry,Dark
ACC-000333,2024-02-26T02:26:06.726207,41.92517196814704,-87.67434489566375,3,2,2,Fog,Dry,Dark
ACC-000334,2024-08-15T09:17:53.726207,41.95148822069357,-87.61261214572217,3,1,4,Clear,Dry,Daylight
ACC-000335,2023-06-20T21:14:53.726207,41.91688365833113,-87.74128264308372,3,2,3,Clear,Dry,Dark
ACC-000336,2024-02-27T23:13:22.726207,41.91719980342629,-87.67457091795089,5,3,4,Rain,Dry,Dark
ACC-000337,2024-01-30T19:00:55.726207,41.92116600704689,-87.53874704284182,4,3,1,Cloudy,Dry,Dark
ACC-000338,2024-11-16T03:43:36.726207,41.96189744199573,-87.74648158868305,5,1,4,Clear,Dry,Dark
ACC-000339,2023-10-24T04:06:23.726207,41.849733939852996,-87.5656310121114,4,3,2,Clear,Dry,Dark
ACC-000340,2023-09-13T04:48:38.726207,41.957264151296414,-87.62821838467778,3,1,1,Snow,Dry,Dark
ACC-000341,2024-10-26T21:54:01.726207,41.883935378920924,-87.57455366507433,2,0,1,Clear,Wet,Dark
ACC-000342,2024-06-20T02:12:58.726207,41.86101751418529,-87.64877060435693,2,0,2,Cloudy,Dry,Dark
ACC-000343,2024-10-18T14:25:13.726207,41.829433040474,-87.7398027742742,5,4,3,Rain,Ice,Daylight
ACC-000344,2023-05-23T14:05:02.726207,41.819495843640205,-87.60816168270354,2,0,3,Clear,Dry,Daylight
ACC-000345,2025-03-31T00:54:32.726207,41.8488241093363,-87.63415754405557,3,1,1,Clear,Dry,Dark
ACC-000346,2025-04-01T10:28:27.726207,41.81544333925319,-87.66451073750697,2,0,2,Rain,Dry,Daylight
ACC-000347,2023-09-20T11:22:44.726207,41.83863742536872,-87.59543365719006,3,1,4,Clear,Snow,Daylight
ACC-000348,2024-06-03T06:19:33.726207,41.86847799455462,-87.59122824275566,4,1,1,Clear,Wet,Daylight
ACC-000349,2024-01-19T09:50:11.726207,41.83411159076677,-87.58194800693464,5,0,2,Fog,Dry,Daylight
ACC-000350,2023-05-28T22:32:20.726207,41.891836823172355,-87.67402284175678,2,1,1,Clear,Dry,Dark
ACC-000351,2023-12-25T09:55:43.726207,41.82678844256045,-87.72338841732808,4,2,1,Clear,Snow,Daylight
ACC-000352,2025-03-14T00:11:53.726207,41.800089111387805,-87.73688654497288,5,2,4,Fog,Dry,Dark
ACC-000353,2024-03-08T13:14:13.726207,41.86056881225586,-87.68623625121299,5,3,4,Clear,Dry,Daylight
ACC-000354,2024-02-05T04:03:22.726207,41.92294220510041,-87.7126392125377,4,1,4,Clear,Dry,Dark
ACC-000355,2023-11-08T21:37:54.726207,41.944693130863655,-87.72210129148426,4,1,2,Clear,Dry,Dark
ACC-000356,2024-08-27T10:38:48.726207,41.79651596633353,-87.69492400010792,1,0,2,Clear,Dry,Daylight
ACC-000357,2025-02-14T14:42:02.726207,41.9544719011298,-87.62556908813477,2,0,3,Cloudy,Wet,Daylight
ACC-000358,2025-03-11T00:37:04.726207,41.85556418511493,-87.65404698036424,3,2,3,Clear,Dry,Dark
ACC-000359,2025-01-06T06:22:51.726207,41.886881701839336,-87.55836233105178,2,1,4,Cloudy,Snow,Daylight
ACC-000360,2025-02-11T04:39:13.726207,41.880331676453096,-87.5665443817919,4,1,3,Clear,Dry,Dark
ACC-000361,2025-03-18T20:25:27.726207,41.93736212630774,-87.54917641645147,4,2,1,Rain,Dry,Dark
ACC-000362,2024-01-15T04:15:30.726207,41.95969623559696,-87.74748715224602,3,0,3,Cloudy,Dry,Dark
ACC-000363,2023-06-18T12:49:41.726207,41.819734578385365,-87.5564238752323,2,1,3,Clear,Dry,Daylight
ACC-000364,2025-02-16T07:05:13.726207,41.948670250370164,-87.73636286910893,1,0,2,Clear,Dry,Daylight
ACC-000365,2024-08-22T12:53:12.726207,41.96415501426668,-87.72547520529169,3,2,3,Cloudy,Dry,Daylight
ACC-000366,2024-05-21T05:47:53.726207,41.946871862946644,-87.71504944428652,5,0,2,Rain,Dry,Dark
ACC-000367,2024-12-06T08:02:54.726207,41.829594136968545,-87.72405274921944,5,0,2,Clear,Unknown,Daylight
ACC-000368,2024-07-11T04:15:24.726207,41.797356666981855,-87.7450970490732,5,2,4,Cloudy,Dry,Dark
ACC-000369,2024-12-26T09:57:29.726207,41.95084261932644,-87.64313013210845,5,2,4,Clear,Dry,Daylight
ACC-000370,2024-02-26T10:09:52.726207,41.89501881743277,-87.65650587261221,5,3,4,Clear,Dry,Daylight
ACC-000371,2024-08-22T13:15:07.726207,41.83452355264929,-87.64956303017814,5,4,4,Fog,Dry,Daylight
ACC-000372,2025-04-10T11:11:56.726207,41.80300671298856,-87.70247059432978,2,0,4,Rain,Dry,Daylight
ACC-000373,2025-02-22T02:54:35.726207,41.80425898088283,-87.6398114367379,4,0,3,Rain,Dry,Dark
ACC-000374,2024-12-26T12:03:00.726207,41.85162457607974,-87.65436297254469,3,0,2,Rain,Dry,Daylight
ACC-000375,2025-04-09T23:38:54.726207,41.94904281349435,-87.62373301300387,3,1,4,Cloudy,Snow,Dark
ACC-000376,2023-10-02T12:56:29.726207,41.90947244139312,-87.58119890403185,1,0,3,Clear,Dry,Daylight
ACC-000377,2025-03-23T07:18:04.726207,41.87496711743172,-87.73929546742309,5,4,1,Rain,Snow,Daylight
ACC-000378,2023-04-20T22:39:25.726207,41.93238299608454,-87.59462888240576,2,1,3,Clear,Dry,Dark
ACC-000379,2023-07-22T22:18:05.726207,41.86140060887806,-87.58815884256683,4,1,1,Rain,Dry,Dark
ACC-000380,2024-08-27T23:25:05.726207,41.918835642628274,-87.62244922649718,3,2,2,Clear,Dry,Dark
ACC-000381,2024-12-06T00:57:57.726207,41.86330552056406,-87.5191991509376,5,0,2,Clear,Dry,Dark
ACC-000382,2024-08-21T20:31:23.726207,41.799547109744196,-87.6562195207222,3,1,3,Clear,Wet,Dark
ACC-000383,2024-11-18T23:22:00.726207,41.87781177355027,-87.61982032522586,5,3,4,Clear,Dry,Dark
ACC-000384,2024-10-25T15:56:44.726207,41.861324077270254,-87.74550689391334,2,1,2,Clear,Dry,Daylight
ACC-000385,2024-10-01T00:55:04.726207,41.804524802221074,-87.73489775932717,2,1,4,Clear,Wet,Dark
ACC-000386,2023-11-26T22:36:21.726207,41.895983059250305,-87.55798191011844,2,1,4,Clear,Wet,Dark
ACC-000387,2024-12-18T23:07:07.726207,41.83877587310917,-87.70316725958742,2,1,3,Clear,Dry,Dark
ACC-000388,2023-08-02T07:54:08.726207,41.793328878507964,-87.55397138558045,5,4,4,Clear,Ice,Daylight
ACC-000389,2024-11-21T10:22:06.726207,41.93398016431034,-87.641446366366,3,2,3,Clear,Ice,Daylight
ACC-000390,2023-10-02T22:30:16.726207,41.92136918781005,-87.63502653369325,5,0,1,Clear,Dry,Dark
ACC-000391,2024-09-06T15:41:59.726207,41.836416458017325,-87.69820249086725,4,0,4,Cloudy,Slush,Daylight
ACC-000392,2024-03-31T08:16:56.726207,41.822859158836685,-87.5138339672477,3,1,4,Rain,Dry,Daylight
ACC-000393,2024-08-22T08:56:58.726207,41.90462971967468,-87.70549331835039,1,0,1,Clear,Dry,Daylight
ACC-000394,2024-11-04T10:31:34.726207,41.932342348260185,-87.67083306192177,2,1,4,Clear,Snow,Daylight
ACC-000395,2023-11-01T17:18:59.726207,41.89542174489195,-87.58304858554877,1,0,4,Clear,Unknown,Daylight
ACC-000396,2023-07-07T21:44:05.726207,41.91605602349354,-87.73408903368353,4,3,2,Rain,Unknown,Dark
ACC-000397,2024-04-01T15:24:57.726207,41.884082001691695,-87.58576463950456,3,0,1,Clear,Dry,Daylight
ACC-000398,2023-05-15T06:04:16.726207,41.93538528147218,-87.74023884416772,3,0,1,Rain,Ice,Daylight
ACC-000399,2025-01-02T23:49:44.726207,41.7991933573637,-87.74711436170071,4,0,4,Cloudy,Dry,Dark
ACC-000400,2024-06-12T17:40:22.726207,41.83057575422111,-87.57704358775636,2,0,4,Rain,Ice,Daylight
ACC-000401,2024-01-06T11:14:48.726207,41.887723473130194,-87.66807468368883,1,0,1,Clear,Dry,Daylight
ACC-000402,2024-06-11T22:13:40.726207,41.92820797762391,-87.63579422101633,5,1,2,Clear,Dry,Dark
ACC-000403,2025-02-01T02:45:07.726207,41.808619656241696,-87.60252879070963,2,0,4,Clear,Unknown,Dark
ACC-000404,2024-10-10T19:59:55.726207,41.85945028999024,-87.73866860602818,2,1,1,Clear,Ice,Dark
ACC-000405,2024-11-01T22:04:08.726207,41.86188905608468,-87.66338963388188,3,2,3,Clear,Ice,Dark
ACC-000406,2023-05-12T13:07:30.726207,41.92797871587733,-87.58293602664638,5,1,2,Clear,Dry,Daylight
ACC-000407,2023-07-21T11:25:15.726207,41.84720911474657,-87.70155378969329,1,0,1,Clear,Dry,Daylight
ACC-000408,2024-07-13T12:18:15.726207,41.82103706463006,-87.58080509860294,5,3,4,Rain,Dry,Daylight
ACC-000409,2024-07-03T19:21:15.726207,41.822658727934275,-87.69523994340483,5,1,4,Fog,Dry,Dark
ACC-000410,2023-11-27T22:45:17.726207,41.96697348063032,-87.62756110115532,3,0,4,Snow,Dry,Dark
ACC-000411,2024-05-07T01:30:40.726207,41.85373931288901,-87.57928570590018,3,1,3,Clear,Dry,Dark
ACC-000412,2024-02-08T23:30:21.726207,41.96431380474588,-87.65792420115277,2,0,3,Clear,Ice,Dark
ACC-000413,2025-03-29T12:41:25.726207,41.94027231318371,-87.71357817232823,3,1,2,Clear,Dry,Daylight
ACC-000414,2025-02-21T00:56:50.726207,41.903319404630885,-87.62618921511165,5,3,4,Rain,Dry,Dark
ACC-000415,2023-10-09T22:01:24.726207,41.87524859415943,-87.6772956005128,3,1,3,Clear,Dry,Dark
ACC-000416,2024-09-25T15:49:39.726207,41.84050265593395,-87.72960417936723,5,1,1,Clear,Dry,Daylight
ACC-000417,2025-03-02T16:42:54.726207,41.81095567707619,-87.59784824838889,3,0,1,Snow,Dry,Daylight
ACC-000418,2024-04-01T18:11:04.726207,41.91730956913361,-87.52632224245876,4,1,4,Clear,Dry,Daylight
ACC-000419,2023-09-26T19:44:36.726207,41.81006584582726,-87.53659872728575,5,1,2,Cloudy,Wet,Dark
ACC-000420,2023-06-15T22:52:20.726207,41.80097892147379,-87.7015245108534,2,1,2,Clear,Dry,Dark
ACC-000421,2023-08-20T16:16:53.726207,41.872478811841226,-87.63159683879864,2,1,3,Fog,Dry,Daylight
ACC-000422,2024-09-25T01:19:32.726207,41.7921490747716,-87.68456592673407,3,1,1,Clear,Dry,Dark
ACC-000423,2024-01-04T00:08:02.726207,41.79997667887272,-87.60529839539329,5,2,1,Clear,Dry,Dark
ACC-000424,2024-06-12T08:52:38.726207,41.96660066388312,-87.62103285781772,2,0,2,Clear,Dry,Daylight
ACC-000425,2024-03-04T18:17:56.726207,41.867001290588014,-87.64446107868085,4,3,3,Clear,Dry,Daylight
ACC-000426,2023-06-22T06:01:00.726207,41.836021410478615,-87.68919639625615,5,3,3,Clear,Unknown,Daylight
ACC-000427,2024-06-22T10:20:13.726207,41.94838888002548,-87.5846333313076,4,2,4,Rain,Dry,Daylight
ACC-000428,2023-07-19T09:46:37.726207,41.95522233767508,-87.74664292079835,4,3,1,Clear,Dry,Daylight
ACC-000429,2024-07-14T22:33:31.726207,41.87687312334239,-87.68567832738403,5,2,3,Clear,Ice,Dark
ACC-000430,2024-12-24T07:45:58.726207,41.82538465615163,-87.56575986266088,3,1,1,Clear,Dry,Daylight
ACC-000431,2023-11-21T09:09:04.726207,41.904167715086245,-87.68672849993436,3,2,2,Clear,Dry,Daylight
ACC-000432,2024-09-22T19:24:26.726207,41.94679007542447,-87.70679094546729,4,2,1,Clear,Ice,Dark
ACC-000433,2023-07-01T03:09:00.726207,41.94104730882649,-87.60299740101654,5,2,3,Snow,Dry,Dark
ACC-000434,2024-01-07T03:37:54.726207,41.92864004122914,-87.71670771168793,3,1,1,Rain,Dry,Dark
ACC-000435,2023-05-29T10:08:33.726207,41.937756241920034,-87.54492631304761,5,0,1,Unknown,Dry,Daylight
ACC-000436,2024-04-06T05:01:22.726207,41.84274065323761,-87.62128296222848,2,1,3,Clear,Wet,Dark
ACC-000437,2024-05-28T23:44:18.726207,41.911355134098315,-87.52714032288179,4,0,2,Clear,Dry,Dark
ACC-000438,2024-10-25T20:48:03.726207,41.86563203195016,-87.67879796754453,3,1,1,Clear,Wet,Dark
ACC-000439,2023-09-23T17:38:30.726207,41.79331678279647,-87.5256045706241,2,0,2,Clear,Dry,Daylight
ACC-000440,2024-12-21T12:45:41.726207,41.93621598203593,-87.61695459756126,1,0,4,Clear,Dry,Daylight
ACC-000441,2024-02-18T23:43:47.726207,41.90398802458516,-87.74283276594326,4,2,3,Clear,Dry,Dark
ACC-000442,2024-03-30T10:36:15.726207,41.84693030170939,-87.5482974622146,1,0,2,Clear,Unknown,Daylight
ACC-000443,2024-12-22T22:37:17.726207,41.908240840410414,-87.5320975360745,2,0,1,Clear,Snow,Dark
ACC-000444,2024-09-29T02:08:11.726207,41.9512722635744,-87.57544461671495,4,2,1,Clear,Ice,Dark
ACC-000445,2025-01-26T18:11:52.726207,41.929740551778224,-87.53381866600262,5,3,4,Clear,Dry,Daylight
ACC-000446,2024-11-27T06:52:16.726207,41.94135946956133,-87.732382327235,3,1,4,Clear,Dry,Daylight
ACC-000447,2024-08-20T10:58:09.726207,41.91324565049029,-87.72427473018679,4,1,1,Clear,Dry,Daylight
ACC-000448,2023-11-28T09:01:34.726207,41.923406256601986,-87.61587290004599,3,2,2,Clear,Wet,Daylight
ACC-000449,2023-06-19T13:26:36.726207,41.792637376806425,-87.66624144129008,2,0,3,Rain,Ice,Daylight
ACC-000450,2024-06-24T18:56:34.726207,41.88734150597929,-87.5413246939696,5,2,1,Clear,Dry,Daylight
ACC-000451,2023-04-18T11:44:25.726207,41.90524769212954,-87.73741754587876,1,0,2,Clear,Dry,Daylight
ACC-000452,2025-03-04T00:14:38.726207,41.81492779975538,-87.71624103816166,4,2,1,Clear,Dry,Dark
ACC-000453,2025-01-16T03:29:28.726207,41.820912822087,-87.55593781404855,4,2,1,Clear,Dry,Dark
ACC-000454,2024-03-07T10:04:59.726207,41.93425237469812,-87.54690308220323,5,3,2,Clear,Dry,Daylight
ACC-000455,2024-04-10T15:32:28.726207,41.829548056162494,-87.54660102896948,4,2,2,Clear,Dry,Daylight
ACC-000456,2024-02-22T03:10:31.726207,41.90461130164464,-87.52763297703095,2,1,2,Clear,Dry,Dark
ACC-000457,2023-08-03T19:13:18.726207,41.849082857758205,-87.57552822656615,5,1,4,Fog,Dry,Dark
